id,createdAt,path,name,dimension,parentId,isReflection,order,updatedAt,cLevel,dLevel,ancestorTags
94637467-1bb1-4666-ac59-996c53890b4f,"{""_seconds"":1748207806,""_nanoseconds"":467000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains"",""Education"",""High School""]",Graduation,what,92e024b5-fa45-46af-bc8f-f3a7976c722f,,1,"{""_seconds"":1748207806,""_nanoseconds"":467000000}",,,
96d76a62-dc69-4268-a87a-3f6c265cd42f,"{""_seconds"":1748207807,""_nanoseconds"":893000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains"",""Marriage""]",Reception,what,735239ca-567e-4b1c-8565-5f911e5d5bbd,,2,"{""_seconds"":1748207807,""_nanoseconds"":893000000}",,,
97543ec5-f02f-4e01-bf8d-2dfd643b0d2f,"{""_seconds"":1748207807,""_nanoseconds"":934000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains"",""Financial"",""Income & Career""]",NCR,what,094759fd-f454-4ac9-b11d-a2d05635203c,,2,"{""_seconds"":1748207807,""_nanoseconds"":934000000}",,,
999ddb6f-9255-455d-801f-38cb96c9c1bc,"{""_seconds"":1748207806,""_nanoseconds"":406000000}","[""WHO"",""WHO"",""Friends""]",Boy/Girlfriend,who,53dab50d-efec-4b80-b159-b63d1c7779a9,,1,"{""_seconds"":1748207806,""_nanoseconds"":406000000}",,,
99d54c41-48d9-4dfd-991f-d07bbe52c9fd,"{""_seconds"":1748207807,""_nanoseconds"":979000000}","[""About"",""About"",""Experiential"",""Society & Culture""]",Television,about,a947cc79-7211-47ea-b3b4-f3d28a8e1b24,,5,"{""_seconds"":1748207807,""_nanoseconds"":979000000}",,,
9a7b1fe7-1204-409a-8375-2a8795411493,"{""_seconds"":1748207809,""_nanoseconds"":398000000}","[""Mistake""]",Mistake,about,,1,4,"{""_seconds"":1748207809,""_nanoseconds"":398000000}",,,
9afb12f1-a206-4a9c-beb1-daf72e6b1648,"{""_seconds"":1748207809,""_nanoseconds"":391000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Greenhill Rd.,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,1,"{""_seconds"":1748207809,""_nanoseconds"":391000000}",,,
9b1c7350-5410-4b9b-b8e2-cfc61361ff47,"{""_seconds"":1748207809,""_nanoseconds"":405000000}","[""Failure""]",Failure,about,,1,2,"{""_seconds"":1748207809,""_nanoseconds"":405000000}",,,
9e806e92-1d03-4bb5-ab56-55fabd0590d9,"{""_seconds"":1748207806,""_nanoseconds"":339000000}","[""WHO"",""WHO"",""Family""]",GrandParents,who,fb4c7a60-676e-4cf5-8460-2c13311119c6,,2,"{""_seconds"":1748207806,""_nanoseconds"":339000000}",,,
,"{""_seconds"":1747960629,""_nanoseconds"":868000000}",,Body Surfing,,hw68Dxwy7zIc2MQ12evx,,4,"{""_seconds"":1747960629,""_nanoseconds"":868000000}",4,4,
,"{""_seconds"":1747960593,""_nanoseconds"":462000000}",,Economy & Business,,UvsVcAoZ1Wy53cDYTXnv,,55,"{""_seconds"":1747960593,""_nanoseconds"":462000000}",3,3,
,"{""_seconds"":1747960654,""_nanoseconds"":366000000}",,1995,,rPZ1AFp1DU0dyuQA3Occ,,5,"{""_seconds"":1747960654,""_nanoseconds"":366000000}",4,4,
,"{""_seconds"":1747960605,""_nanoseconds"":281000000}",,Who was your best boss,,AwcWvotYnReqXI3mJcGp,,14,"{""_seconds"":1747960605,""_nanoseconds"":281000000}",3,3,
,"{""_seconds"":1747960603,""_nanoseconds"":907000000}",,Career Reflection,,qmYO3767JUq1jRbdpWvM,,3,"{""_seconds"":1747960603,""_nanoseconds"":907000000}",2,2,
,"{""_seconds"":1747960652,""_nanoseconds"":665000000}",,1977,,GTWPUbW6oZjCD0wH2twI,,7,"{""_seconds"":1747960652,""_nanoseconds"":665000000}",4,4,
,"{""_seconds"":1747960635,""_nanoseconds"":491000000}",,Beer,,RV1kHSJ6OcTLmrxnTnGT,,5,"{""_seconds"":1747960635,""_nanoseconds"":491000000}",4,4,
,"{""_seconds"":1747960655,""_nanoseconds"":732000000}",,2010,,EzDPICFFlo1IOIQ0UXNO,,0,"{""_seconds"":1748665717,""_nanoseconds"":920000000}",4,4,
,"{""_seconds"":1747960576,""_nanoseconds"":584000000}",,Elementary School,,mRmrTG9JkhXAKgIYDULH,,1,"{""_seconds"":1747960576,""_nanoseconds"":584000000}",2,2,
,"{""_seconds"":1747960619,""_nanoseconds"":115000000}",,The Future,,qmYO3767JUq1jRbdpWvM,,6,"{""_seconds"":1747960619,""_nanoseconds"":115000000}",2,2,
,"{""_seconds"":1747960633,""_nanoseconds"":545000000}",,Books,,wkb24WrIxoboiYCqpIqL,,9,"{""_seconds"":1747960633,""_nanoseconds"":545000000}",2,2,
,"{""_seconds"":1747960603,""_nanoseconds"":163000000}",,Caribiner,,d5HrO5kl9zZu6hpSGVPg,,6,"{""_seconds"":1747960603,""_nanoseconds"":163000000}",3,3,
,"{""_seconds"":1747960640,""_nanoseconds"":743000000}",,Personal,,wkb24WrIxoboiYCqpIqL,,18,"{""_seconds"":1747960640,""_nanoseconds"":743000000}",2,2,
,"{""_seconds"":1747960656,""_nanoseconds"":256000000}",,2017,,EzDPICFFlo1IOIQ0UXNO,,7,"{""_seconds"":1748665773,""_nanoseconds"":774000000}",4,4,
,"{""_seconds"":1747960635,""_nanoseconds"":415000000}",,Dessert,,RV1kHSJ6OcTLmrxnTnGT,,4,"{""_seconds"":1747960635,""_nanoseconds"":415000000}",4,4,
,"{""_seconds"":1747960655,""_nanoseconds"":597000000}",,The 2010�s,,gLqr5nsFGLWzDxSLuGTg,,6,"{""_seconds"":1747960655,""_nanoseconds"":597000000}",2,2,
,"{""_seconds"":1747960618,""_nanoseconds"":304000000}",,Extended Family,,zKa9ymJQUI8dA5x9p3bV,,110,"{""_seconds"":1747960618,""_nanoseconds"":304000000}",3,3,
,"{""_seconds"":1747960603,""_nanoseconds"":749000000}",,Dune Medical,,d5HrO5kl9zZu6hpSGVPg,,9,"{""_seconds"":1747960603,""_nanoseconds"":749000000}",3,3,
,"{""_seconds"":1747960654,""_nanoseconds"":594000000}",,1998,,rPZ1AFp1DU0dyuQA3Occ,,8,"{""_seconds"":1747960654,""_nanoseconds"":594000000}",4,4,
,"{""_seconds"":1747960587,""_nanoseconds"":383000000}",,Social,,eaRrQrLhkuSFvo4aJNe0,,20,"{""_seconds"":1747960587,""_nanoseconds"":383000000}",3,3,
,"{""_seconds"":1747960602,""_nanoseconds"":767000000}",,"Finance Director, International",,JPK9TOJnRrCskwHeLzYl,,7,"{""_seconds"":1747960602,""_nanoseconds"":767000000}",4,4,
,"{""_seconds"":1747960652,""_nanoseconds"":590000000}",,"1976,",,GTWPUbW6oZjCD0wH2twI,,6,"{""_seconds"":1747960652,""_nanoseconds"":590000000}",4,4,
,"{""_seconds"":1747960652,""_nanoseconds"":33000000}",,The 1970�s - Economics,,gLqr5nsFGLWzDxSLuGTg,,2,"{""_seconds"":1747960652,""_nanoseconds"":33000000}",2,2,
,"{""_seconds"":1747960616,""_nanoseconds"":523000000}",,Personal,,zKa9ymJQUI8dA5x9p3bV,,87,"{""_seconds"":1747960616,""_nanoseconds"":523000000}",3,3,
,"{""_seconds"":1747960646,""_nanoseconds"":876000000}",,Advice,,wkb24WrIxoboiYCqpIqL,,23,"{""_seconds"":1747960646,""_nanoseconds"":876000000}",2,2,
,"{""_seconds"":1747960603,""_nanoseconds"":833000000}",,Chief Financial Officer,,FgJBciNwpmVOQx5Oy19o,,0,"{""_seconds"":1747960603,""_nanoseconds"":833000000}",4,4,
,"{""_seconds"":1747960657,""_nanoseconds"":17000000}",,2024,,tnVAlnyVSUmJCrSBtZ8G,,4,"{""_seconds"":1748665849,""_nanoseconds"":293000000}",4,4,
,"{""_seconds"":1747960656,""_nanoseconds"":90000000}",,2015,,EzDPICFFlo1IOIQ0UXNO,,5,"{""_seconds"":1748665756,""_nanoseconds"":318000000}",4,4,
,"{""_seconds"":1747960601,""_nanoseconds"":831000000}",,Director of Latin American Operations,,REWKJCvw6JZFQ1yPI3hv,,5,"{""_seconds"":1747960601,""_nanoseconds"":831000000}",4,4,
,"{""_seconds"":1747960581,""_nanoseconds"":845000000}",,Elementary Reflection,,CPXSTDDuCznmtxQZYGMt,,10,"{""_seconds"":1747960581,""_nanoseconds"":845000000}",3,3,
,"{""_seconds"":1747960602,""_nanoseconds"":199000000}",,Harris/3M,,d5HrO5kl9zZu6hpSGVPg,,4,"{""_seconds"":1747960602,""_nanoseconds"":199000000}",3,3,
,"{""_seconds"":1747960629,""_nanoseconds"":783000000}",,The Beach,,hw68Dxwy7zIc2MQ12evx,,3,"{""_seconds"":1747960629,""_nanoseconds"":783000000}",4,4,
,"{""_seconds"":1747960646,""_nanoseconds"":513000000}",,What were your surpirses,,0LfeMdaOGZP9iW2c971K,,3,"{""_seconds"":1747960646,""_nanoseconds"":513000000}",3,3,
,"{""_seconds"":1747960592,""_nanoseconds"":38000000}",,Companionship,,UvsVcAoZ1Wy53cDYTXnv,,36,"{""_seconds"":1747960592,""_nanoseconds"":38000000}",3,3,
,"{""_seconds"":1747960651,""_nanoseconds"":584000000}",,1965,,RxjXFh2MPTgLqpNTq2Nm,,5,"{""_seconds"":1748665507,""_nanoseconds"":365000000}",4,4,
,"{""_seconds"":1747960603,""_nanoseconds"":612000000}",,Given Imaging,,d5HrO5kl9zZu6hpSGVPg,,8,"{""_seconds"":1747960603,""_nanoseconds"":612000000}",3,3,
,"{""_seconds"":1747960655,""_nanoseconds"":290000000}",,2006,,mWxJC1PNEAjkOGWX981y,,6,"{""_seconds"":1747960655,""_nanoseconds"":290000000}",4,4,
,"{""_seconds"":1747960656,""_nanoseconds"":795000000}",,2021,,tnVAlnyVSUmJCrSBtZ8G,,1,"{""_seconds"":1748665824,""_nanoseconds"":621000000}",4,4,
,"{""_seconds"":1747960654,""_nanoseconds"":913000000}",,2001,,mWxJC1PNEAjkOGWX981y,,1,"{""_seconds"":1747960654,""_nanoseconds"":913000000}",4,4,
,"{""_seconds"":1747960645,""_nanoseconds"":709000000}",,Differences,,wkb24WrIxoboiYCqpIqL,,21,"{""_seconds"":1747960645,""_nanoseconds"":709000000}",2,2,
,"{""_seconds"":1747960655,""_nanoseconds"":440000000}",,2008,,mWxJC1PNEAjkOGWX981y,,8,"{""_seconds"":1747960655,""_nanoseconds"":440000000}",4,4,
,"{""_seconds"":1747960602,""_nanoseconds"":58000000}",,NCR,,d5HrO5kl9zZu6hpSGVPg,,3,"{""_seconds"":1747960602,""_nanoseconds"":58000000}",3,3,
,"{""_seconds"":1747960629,""_nanoseconds"":956000000}",,Vacations with the Meltons,,hw68Dxwy7zIc2MQ12evx,,5,"{""_seconds"":1747960629,""_nanoseconds"":956000000}",4,4,
,"{""_seconds"":1747960632,""_nanoseconds"":537000000}",,Longest trip,,nFdGfPq9Xgf6Vx9oPQ8v,,3,"{""_seconds"":1747960632,""_nanoseconds"":537000000}",4,4,
,"{""_seconds"":1747960652,""_nanoseconds"":360000000}",,1973,,GTWPUbW6oZjCD0wH2twI,,3,"{""_seconds"":1747960652,""_nanoseconds"":360000000}",4,4,
,"{""_seconds"":1747960636,""_nanoseconds"":496000000}",,Worst Days,,PaPgvkeesEiO7ZFslx5P,,21,"{""_seconds"":1747960636,""_nanoseconds"":496000000}",3,3,
,"{""_seconds"":1747960646,""_nanoseconds"":437000000}",,My Marriage,,8D7qaKsRmuf6P3UMxDpP,,3,"{""_seconds"":1747960646,""_nanoseconds"":437000000}",4,4,
,"{""_seconds"":1747960614,""_nanoseconds"":789000000}",,Relationships,,zKa9ymJQUI8dA5x9p3bV,,64,"{""_seconds"":1747960614,""_nanoseconds"":789000000}",3,3,
,"{""_seconds"":1747960655,""_nanoseconds"":513000000}",,2009,,mWxJC1PNEAjkOGWX981y,,9,"{""_seconds"":1747960655,""_nanoseconds"":513000000}",4,4,
,"{""_seconds"":1747960631,""_nanoseconds"":354000000}",,Music,,wkb24WrIxoboiYCqpIqL,,8,"{""_seconds"":1747960631,""_nanoseconds"":354000000}",2,2,
,"{""_seconds"":1747960629,""_nanoseconds"":708000000}",,Skiing,,hw68Dxwy7zIc2MQ12evx,,2,"{""_seconds"":1747960629,""_nanoseconds"":708000000}",4,4,
,"{""_seconds"":1747960603,""_nanoseconds"":79000000}",,"Vice
President, Finance & Administration, CFO",,0ARNV3d0cWvV1aGHApw4,,0,"{""_seconds"":1747960603,""_nanoseconds"":79000000}",4,4,
,"{""_seconds"":1747960634,""_nanoseconds"":17000000}",,Miscellaneous,,wkb24WrIxoboiYCqpIqL,,11,"{""_seconds"":1747960634,""_nanoseconds"":17000000}",2,2,
,"{""_seconds"":1747960656,""_nanoseconds"":330000000}",,2018,,EzDPICFFlo1IOIQ0UXNO,,8,"{""_seconds"":1748665780,""_nanoseconds"":705000000}",4,4,
,"{""_seconds"":1747960656,""_nanoseconds"":941000000}",,2023,,tnVAlnyVSUmJCrSBtZ8G,,3,"{""_seconds"":1748665841,""_nanoseconds"":921000000}",4,4,
,"{""_seconds"":1747960575,""_nanoseconds"":199000000}",,Childhood,,,,1,"{""_seconds"":1747960575,""_nanoseconds"":199000000}",1,1,
,"{""_seconds"":1747960655,""_nanoseconds"":57000000}",,2003,,mWxJC1PNEAjkOGWX981y,,3,"{""_seconds"":1747960655,""_nanoseconds"":57000000}",4,4,
,"{""_seconds"":1747960626,""_nanoseconds"":631000000}",,Swimming,,p9hNivZyuamnyFRn7kRd,,1,"{""_seconds"":1747960626,""_nanoseconds"":631000000}",4,4,
,"{""_seconds"":1747960582,""_nanoseconds"":942000000}",,Middle School,,mRmrTG9JkhXAKgIYDULH,,2,"{""_seconds"":1747960582,""_nanoseconds"":942000000}",2,2,
,"{""_seconds"":1747960601,""_nanoseconds"":361000000}",,University of South Carolina,,d5HrO5kl9zZu6hpSGVPg,,2,"{""_seconds"":1747960601,""_nanoseconds"":361000000}",3,3,
,"{""_seconds"":1747960588,""_nanoseconds"":579000000}",,Cultural,,eaRrQrLhkuSFvo4aJNe0,,35,"{""_seconds"":1747960588,""_nanoseconds"":579000000}",3,3,
,"{""_seconds"":1747960612,""_nanoseconds"":474000000}",,Homes & Moves,,zKa9ymJQUI8dA5x9p3bV,,33,"{""_seconds"":1747960612,""_nanoseconds"":474000000}",3,3,
,"{""_seconds"":1747960635,""_nanoseconds"":34000000}",,Favorites,,PaPgvkeesEiO7ZFslx5P,,11,"{""_seconds"":1747960635,""_nanoseconds"":34000000}",3,3,
,"{""_seconds"":1747960638,""_nanoseconds"":975000000}",,Fights,,wkb24WrIxoboiYCqpIqL,,15,"{""_seconds"":1747960638,""_nanoseconds"":975000000}",2,2,
,"{""_seconds"":1747960605,""_nanoseconds"":813000000}",,Were you ever fired,,AwcWvotYnReqXI3mJcGp,,18,"{""_seconds"":1747960605,""_nanoseconds"":813000000}",3,3,
,"{""_seconds"":1747960651,""_nanoseconds"":370000000}",,1962,,RxjXFh2MPTgLqpNTq2Nm,,2,"{""_seconds"":1748665478,""_nanoseconds"":864000000}",4,4,
,"{""_seconds"":1747960650,""_nanoseconds"":322000000}",,The 1960�s,,gLqr5nsFGLWzDxSLuGTg,,0,"{""_seconds"":1747960650,""_nanoseconds"":322000000}",2,2,
,"{""_seconds"":1747960614,""_nanoseconds"":174000000}",,Personal,,zKa9ymJQUI8dA5x9p3bV,,56,"{""_seconds"":1747960614,""_nanoseconds"":174000000}",3,3,
,"{""_seconds"":1747960654,""_nanoseconds"":831000000}",,2000,,mWxJC1PNEAjkOGWX981y,,0,"{""_seconds"":1747960654,""_nanoseconds"":831000000}",4,4,
,"{""_seconds"":1747960593,""_nanoseconds"":314000000}",,Science & Technology,,UvsVcAoZ1Wy53cDYTXnv,,53,"{""_seconds"":1747960593,""_nanoseconds"":314000000}",3,3,
,"{""_seconds"":1747960653,""_nanoseconds"":347000000}",,1984,,nYLMuRcZEdyw5qM5zXBW,,4,"{""_seconds"":1748665623,""_nanoseconds"":884000000}",4,4,
,"{""_seconds"":1747960567,""_nanoseconds"":796000000}",,Vacations,,uQvjiU4q4f786p3YEY8J,,3,"{""_seconds"":1747960567,""_nanoseconds"":796000000}",4,4,
,"{""_seconds"":1747960593,""_nanoseconds"":175000000}",,World & Politics,,UvsVcAoZ1Wy53cDYTXnv,,51,"{""_seconds"":1747960593,""_nanoseconds"":175000000}",3,3,
,"{""_seconds"":1747960630,""_nanoseconds"":408000000}",,Technology,,wkb24WrIxoboiYCqpIqL,,7,"{""_seconds"":1747960630,""_nanoseconds"":408000000}",2,2,
,"{""_seconds"":1747960630,""_nanoseconds"":650000000}",,Music,,6yvVpCkALTtQWubQFp9M,,0,"{""_seconds"":1747960630,""_nanoseconds"":650000000}",4,4,
,"{""_seconds"":1747960654,""_nanoseconds"":291000000}",,1994,,rPZ1AFp1DU0dyuQA3Occ,,4,"{""_seconds"":1747960654,""_nanoseconds"":291000000}",4,4,
,"{""_seconds"":1747960589,""_nanoseconds"":195000000}",,Childhood Reflection,,mRmrTG9JkhXAKgIYDULH,,4,"{""_seconds"":1747960589,""_nanoseconds"":195000000}",2,2,
,"{""_seconds"":1747960656,""_nanoseconds"":12000000}",,2014,,EzDPICFFlo1IOIQ0UXNO,,4,"{""_seconds"":1748665749,""_nanoseconds"":167000000}",4,4,
,"{""_seconds"":1747960602,""_nanoseconds"":931000000}",,"Vice President, Business Development & Strategic Planning",,JPK9TOJnRrCskwHeLzYl,,9,"{""_seconds"":1747960602,""_nanoseconds"":931000000}",4,4,
,"{""_seconds"":1747960629,""_nanoseconds"":328000000}",,Moves,,wkb24WrIxoboiYCqpIqL,,5,"{""_seconds"":1747960629,""_nanoseconds"":328000000}",2,2,
,"{""_seconds"":1747960582,""_nanoseconds"":633000000}",,Social,,CPXSTDDuCznmtxQZYGMt,,20,"{""_seconds"":1747960582,""_nanoseconds"":633000000}",3,3,
,"{""_seconds"":1747960615,""_nanoseconds"":982000000}",,Cultural,,zKa9ymJQUI8dA5x9p3bV,,80,"{""_seconds"":1747960615,""_nanoseconds"":982000000}",3,3,
,"{""_seconds"":1747960650,""_nanoseconds"":164000000}",,Best/worst,,XgRP1muDpMPhV6fO6nSN,,1,"{""_seconds"":1747960650,""_nanoseconds"":164000000}",4,4,
,"{""_seconds"":1747960654,""_nanoseconds"":446000000}",,1996,,rPZ1AFp1DU0dyuQA3Occ,,6,"{""_seconds"":1747960654,""_nanoseconds"":446000000}",4,4,
,"{""_seconds"":1747960650,""_nanoseconds"":17000000}",,"William,
Elizabeth, and Caroline",,t2SVgSJaG4TANXLW4pfm,,0,"{""_seconds"":1747960650,""_nanoseconds"":17000000}",3,3,
,"{""_seconds"":1747960610,""_nanoseconds"":34000000}",,William,,zKa9ymJQUI8dA5x9p3bV,,3,"{""_seconds"":1747960610,""_nanoseconds"":34000000}",3,3,
,"{""_seconds"":1747960615,""_nanoseconds"":467000000}",,Historical,,zKa9ymJQUI8dA5x9p3bV,,73,"{""_seconds"":1747960615,""_nanoseconds"":467000000}",3,3,
,"{""_seconds"":1747960565,""_nanoseconds"":161000000}",,,,rIFfZboQxjBPJ27evGnN,,3,"{""_seconds"":1747960565,""_nanoseconds"":161000000}",3,3,
,"{""_seconds"":1747960636,""_nanoseconds"":741000000}",,happiest/unhappiest,,PaPgvkeesEiO7ZFslx5P,,24,"{""_seconds"":1747960636,""_nanoseconds"":741000000}",3,3,
,"{""_seconds"":1747960652,""_nanoseconds"":510000000}",,"1975,",,GTWPUbW6oZjCD0wH2twI,,5,"{""_seconds"":1747960652,""_nanoseconds"":510000000}",4,4,
,"{""_seconds"":1747960644,""_nanoseconds"":888000000}",,Historical Events,,wkb24WrIxoboiYCqpIqL,,20,"{""_seconds"":1747960644,""_nanoseconds"":888000000}",2,2,
,"{""_seconds"":1747960651,""_nanoseconds"":659000000}",,1966,,RxjXFh2MPTgLqpNTq2Nm,,6,"{""_seconds"":1748665516,""_nanoseconds"":233000000}",4,4,
,"{""_seconds"":1747960565,""_nanoseconds"":948000000}",,Family Names,,MowCTp9EvYYngVVpQI8t,,2,"{""_seconds"":1747960565,""_nanoseconds"":948000000}",2,2,
a0171716-78e2-4784-b4f5-574880e88758,"{""_seconds"":1748207809,""_nanoseconds"":373000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Woodrow,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,5,"{""_seconds"":1748207809,""_nanoseconds"":373000000}",,,
a1c09b1e-25e7-4002-955f-b1d6cbbabef2,"{""_seconds"":1748207809,""_nanoseconds"":377000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Amberglen Ln.,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,10,"{""_seconds"":1748207809,""_nanoseconds"":377000000}",,,
a241490a-bf4d-465d-96d6-fdb4856908ff,"{""_seconds"":1748207806,""_nanoseconds"":451000000}","[""WHO"",""WHO"",""Friends""]",School,who,53dab50d-efec-4b80-b159-b63d1c7779a9,,4,"{""_seconds"":1748207806,""_nanoseconds"":451000000}",,,
a7dd90a1-a0bb-465b-a7d8-52e21f9dcbe2,"{""_seconds"":1748207806,""_nanoseconds"":478000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains"",""Education""]",Graduate School,what,c3896ed1-bb2e-4cc1-8be0-2bb219a991c2,,7,"{""_seconds"":1748207806,""_nanoseconds"":478000000}",,,
a947cc79-7211-47ea-b3b4-f3d28a8e1b24,"{""_seconds"":1748207807,""_nanoseconds"":962000000}","[""About"",""About"",""Experiential""]",Society & Culture,about,a9b86e37-91a5-4702-9fe4-ca20c1691c34,,11,"{""_seconds"":1748207807,""_nanoseconds"":962000000}",,,
a9b86e37-91a5-4702-9fe4-ca20c1691c34,"{""_seconds"":1748207808,""_nanoseconds"":20000000}","[""About"",""About""]",Experiential,about,8bdc237f-c2ef-4c71-838e-81a46e0b38ac,,6,"{""_seconds"":1748207808,""_nanoseconds"":20000000}",,,
,"{""_seconds"":1747960586,""_nanoseconds"":716000000}",,Personal,,eaRrQrLhkuSFvo4aJNe0,,13,"{""_seconds"":1747960586,""_nanoseconds"":716000000}",3,3,
,"{""_seconds"":1747960626,""_nanoseconds"":407000000}",,Sports,,wkb24WrIxoboiYCqpIqL,,3,"{""_seconds"":1747960626,""_nanoseconds"":407000000}",2,2,
,"{""_seconds"":1747960653,""_nanoseconds"":29000000}",,1980,,nYLMuRcZEdyw5qM5zXBW,,0,"{""_seconds"":1748665591,""_nanoseconds"":963000000}",4,4,
,"{""_seconds"":1747960639,""_nanoseconds"":761000000}",,Legacy,,wkb24WrIxoboiYCqpIqL,,17,"{""_seconds"":1747960639,""_nanoseconds"":761000000}",2,2,
aa57c3e1-fe85-438a-b2f5-c592675771da,"{""_seconds"":1748207806,""_nanoseconds"":291000000}","[""WHO"",""WHO"",""Friends""]",Work,who,53dab50d-efec-4b80-b159-b63d1c7779a9,,3,"{""_seconds"":1748207806,""_nanoseconds"":291000000}",,,
aa9a853c-6b54-4ebb-a5c3-e3f3e1ba68e5,"{""_seconds"":1748207806,""_nanoseconds"":537000000}","[""WHO"",""WHO"",""Family"",""GrandParents""]",Paternal Grand Mother,who,9e806e92-1d03-4bb5-ab56-55fabd0590d9,,2,"{""_seconds"":1748207806,""_nanoseconds"":537000000}",,,
acafacf2-c2a9-4dbf-be5e-cf9650677317,"{""_seconds"":1748207806,""_nanoseconds"":529000000}","[""WHO"",""WHO"",""Personal"",""Mental""]",Values,who,cfeb7217-f426-4ed2-8d89-ca5d67a6428f,,1,"{""_seconds"":1748207806,""_nanoseconds"":529000000}",,,
ad542676-f5a0-4005-85e6-1bd3b81f43d5,"{""_seconds"":1748207806,""_nanoseconds"":313000000}","[""WHO"",""WHO"",""Family""]",Pets,who,fb4c7a60-676e-4cf5-8460-2c13311119c6,,9,"{""_seconds"":1748207806,""_nanoseconds"":313000000}",,,
,"{""_seconds"":1747960572,""_nanoseconds"":741000000}",,My Paternal Grandmother,,MowCTp9EvYYngVVpQI8t,,11,"{""_seconds"":1747960572,""_nanoseconds"":741000000}",2,2,
b44acbd3-0933-44f7-8518-06492a767bac,"{""_seconds"":1748207806,""_nanoseconds"":495000000}","[""WHO"",""WHO"",""Family"",""Children""]",William,who,fa90de44-6309-4df7-ba1e-d7ef54971d71,,1,"{""_seconds"":1748207806,""_nanoseconds"":495000000}",,,
b910fdf0-76a0-4a8f-851b-1aa603c45a30,"{""_seconds"":1748207809,""_nanoseconds"":395000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Spanish Villas,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,7,"{""_seconds"":1748207809,""_nanoseconds"":395000000}",,,
,"{""_seconds"":1747960635,""_nanoseconds"":104000000}",,Restaurants,,RV1kHSJ6OcTLmrxnTnGT,,0,"{""_seconds"":1747960635,""_nanoseconds"":104000000}",4,4,
ba2bf2b7-f2f6-41d5-80a2-493a73255910,"{""_seconds"":1748207809,""_nanoseconds"":362000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Woodbrook Dr.,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,12,"{""_seconds"":1748207809,""_nanoseconds"":362000000}",,,
bbc8f2c6-42bd-467b-8ab4-12bb0fd6bfaa,"{""_seconds"":1748207806,""_nanoseconds"":351000000}","[""WHO"",""WHO"",""Family"",""Children""]",Caroline,who,fa90de44-6309-4df7-ba1e-d7ef54971d71,,3,"{""_seconds"":1748207806,""_nanoseconds"":351000000}",,,
,"{""_seconds"":1747960574,""_nanoseconds"":880000000}",,My Maternal Step-Grandmother,,MowCTp9EvYYngVVpQI8t,,14,"{""_seconds"":1747960574,""_nanoseconds"":880000000}",2,2,
,"{""_seconds"":1747960603,""_nanoseconds"":681000000}",,"Chief Financial Officer, Americas",,LE77FDpaews7aPaM9gv3,,0,"{""_seconds"":1747960603,""_nanoseconds"":681000000}",4,4,
c164e8e0-c434-4fc3-ae91-3ced39c2a5eb,"{""_seconds"":1748207806,""_nanoseconds"":481000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains"",""Education""]",Elementary,what,c3896ed1-bb2e-4cc1-8be0-2bb219a991c2,,3,"{""_seconds"":1748207806,""_nanoseconds"":481000000}",,,
c3896ed1-bb2e-4cc1-8be0-2bb219a991c2,"{""_seconds"":1748207806,""_nanoseconds"":471000000}","[""WHAT - Themes/Domains"",""WHAT - Themes/Domains""]",Education,what,e14d08ba-222d-4c0c-b880-ee392bbf8f69,,2,"{""_seconds"":1748207806,""_nanoseconds"":471000000}",,,
,"{""_seconds"":1747960609,""_nanoseconds"":381000000}",,Marriage,,7S0RUA52WmH0Qgia8Rtn,,0,"{""_seconds"":1747960609,""_nanoseconds"":381000000}",3,3,
c86050f7-c0c0-4872-a471-69d0156c4e0a,"{""_seconds"":1748207809,""_nanoseconds"":382000000}","[""WHERE"",""WHERE"",""World"",""Domestic"",""Country"",""State"",""City"",""Place""]",Maple St.,where,3c988ba4-eda0-4b3a-ba66-2653243692b7,,6,"{""_seconds"":1748207809,""_nanoseconds"":382000000}",,,
c9fceaac-ed8b-44ee-8aaa-73d05ae19588,"{""_seconds"":1748207809,""_nanoseconds"":344000000}","[""WHERE"",""WHERE"",""World"",""International"",""Country"",""State"",""City""]",Place,where,ef144a14-99ed-4974-9ead-a75e88e75aa6,,1,"{""_seconds"":1748207809,""_nanoseconds"":344000000}",,,
